typeID,typeName,description,raceName
11567,Avatar,"Casting his sight on his realm, the Lord witnessed
The cascade of evil, the torrents of war.
Burning with wrath, He stepped 
down from the Heavens
To judge the unworthy,
To redeem the pure.

<i>-The Scriptures, Revelation Verses 2:12</i>

",Amarr
11936,Apocalypse Imperial Issue,"Designed by master starship engineers and constructed in the royal shipyards of the Emperor himself, the imperial issue of the dreaded Apocalypse battleship is held in awe throughout the Empire. Given only as an award to those who have demonstrated their fealty to the Emperor in a most exemplary way, it is considered a huge honor to command -- let alone own -- one of these majestic and powerful battleships.",Amarr
11938,Armageddon Imperial Issue,"Designed and constructed by the most skilled starship engineers and architects of the Empire, the imperial issue of the mighty Armageddon class is an upgraded version of the most-used warship of the Amarr. Its heavy armaments and strong front are specially designed to crash into any battle like a juggernaut and deliver swift justice in the name of the Emperor.",Amarr
11940,Gold Magnate,"This ship is a masterly designed frigate as well as an exquisite piece of art. The Magnate class has been the pet project of a small, elite group of royal ship engineers for over a decade. When the Gold Magnate was offered as a prize in the Amarr Championships in YC105,  the long years of expensive research were paid off with the deployment of this beautiful ship.
The first Gold Magnate was awarded to <url=showinfo:1373//170181132>Ecliptical</url> to honor his success as Doriam Kor-Azor's champion in YC105. That famous vessel was eventually sold to <url=showinfo:1373//144870255>Tyrrax Thorrk</url>  and met its demise at the hands of <url=showinfo:1373//144604580>Lord Zap</url>, <url=showinfo:1373//145355201>DrStrangelove</url>, <url=showinfo:1373//149050919>Motaka</url> and <url=showinfo:1373//152755230>Omniwar</url>, four of the legendary pirates of the m0o corporation.
The news that four more Gold Magnates were being produced for the new Amarr Succession Championship taking place in YC117 and YC118 has recently brought this storied ship back into the spotlight, and has electrified the hopes and dreams of wealthy collectors and elite capsuleers across the cluster.",Amarr
11942,Silver Magnate,"This decoratively designed ship is a luxury in its own class. The Magnate frigate has been the pet project of a small, elite group of royal ship engineers for a decade. Over the long years of expensive research, the design process has gone through several stages, and each stage has set a new standard in frigate design. The Silver Magnate, offered as a reward in the Amarr Championships in YC105 and YC118, is one of the most impressive iterations in this line of masterworks.
",Amarr
11957,Falcon,"Force recon ships are the cruiser-class equivalent of covert ops frigates. While not as resilient as combat recon ships, they are nonetheless able to do their job as reconaissance vessels very effectively, due in no small part to their ability to interface with covert ops cloaking devices and set up cynosural fields for incoming capital ships.

Developer: Ishukone

Most of the recent designs off their assembly line have provided for a combination that the Ishukone name is becoming known for: great long-range capabilities and shield systems unmatched anywhere else.",Caldari
11959,Rook,"Built to represent the last word in electronic warfare, combat recon ships have onboard facilities designed to maximize the effectiveness of electronic countermeasure modules of all kinds. Filling a role next to their class counterpart, the heavy assault cruiser, combat recon ships are the state of the art when it comes to anti-support support. They are also devastating adversaries in smaller skirmishes, possessing strong defensive capabilities in addition to their electronic superiority.

Developer: Kaalakiota

As befits one of the largest weapons manufacturers in the known world, Kaalakiota's ships are very combat focused. Favoring the traditional Caldari combat strategy, they are designed around a substantial number of weapons systems, especially missile launchers. However, they have rather weak armor and structure, relying more on shields for protection.",Caldari
11961,Huginn,"Built to represent the last word in electronic warfare, combat recon ships have onboard facilities designed to maximize the effectiveness of electronic countermeasure modules of all kinds. Filling a role next to their class counterpart, the heavy assault cruiser, combat recon ships are the state of the art when it comes to anti-support support. They are also devastating adversaries in smaller skirmishes, possessing strong defensive capabilities in addition to their electronic superiority.

Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor tribe's philosophy of warfare: simply fit as much firepower onto your ship as possible. Defense systems and electronics arrays therefore tend to take a back seat to sheer annihilative potential.",Minmatar
11963,Rapier,"Force recon ships are the cruiser-class equivalent of covert ops frigates. While not as resilient as combat recon ships, they are nonetheless able to do their job as reconaissance vessels very effectively, due in no small part to their ability to interface with covert ops cloaking devices and set up cynosural fields for incoming capital ships.

Developer: Core Complexion Inc.

Core Complexion's ships are unusual in that they favor electronics and defense over the ""lots of guns"" approach traditionally favored by the Minmatar.",Minmatar
11965,Pilgrim,"Force recon ships are the cruiser-class equivalent of covert ops frigates. While not as resilient as combat recon ships, they are nonetheless able to do their job as reconaissance vessels very effectively, due in no small part to their ability to interface with covert ops cloaking devices and set up cynosural fields for incoming capital ships.

Developer: Carthum Conglomerate

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense. On the other hand, their electronic and shield systems tend to be rather limited.",Amarr
11969,Arazu,"Force recon ships are the cruiser-class equivalent of covert ops frigates. While not as resilient as combat recon ships, they are nonetheless able to do their job as reconaissance vessels very effectively, due in no small part to their ability to interface with covert ops cloaking devices and set up cynosural fields for incoming capital ships.

Developer: Duvolle Labs

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.",Gallente
11971,Lachesis,"Built to represent the last word in electronic warfare, combat recon ships have onboard facilities designed to maximize the effectiveness of electronic countermeasure modules of all kinds. Filling a role next to their class counterpart, the heavy assault cruiser, combat recon ships are the state of the art when it comes to anti-support support. They are also devastating adversaries in smaller skirmishes, possessing strong defensive capabilities in addition to their electronic superiority.

Developer: Roden Shipyards

Roden Shipyards is the fastest growing ship manufacturer in the Federation, thanks to an extremely aggressive R&D division and extensive connections in government and military procurement communities. Roden ships are distinguished by strong armor defenses and excellent electronic capabilities. They also tend towards gunboats with exceptional range and tracking systems, and less reliance on drones than the average Federation warship.",Gallente
11978,Scimitar,"Built with special tracking support arrays, the Scimitar was designed in large part to assist heavy combat vessels in tracking fast-moving targets. Relatively nimble for a support cruiser, it can often be found ducking between battleships, protecting its own back while lending the behemoths the support they need to take out their enemies.

Developer: Core Complexion Inc.

Core Complexions ships are unusual in that they favor electronics and defense over the ""lots of guns"" approach traditionally favored by the Minmatar. Being a support cruiser, the Scimitar therefore fits ideally into their design scheme.",Minmatar
11985,Basilisk,"Following in the time-honored Caldari spaceship design tradition, the Basilisk sports top-of-the-line on-board computer systems specially designed to facilitate shield transporting arrays, while sacrificing some of the structural strength commonly found in vessels of its class.

Developer: Lai Dai

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization. With the Basilisk, their aim was to continue pushing forward the development of cutting-edge defense optimization systems while providing powerful support capability.",Caldari
11987,Guardian,"The Guardian is the first vessel to feature Carthum Conglomerate's brand new capacitor flow maximization system, allowing for greater amounts of energy to be stored in the capacitor as well as providing increased facilities for transporting that energy to other ships.

Developer: Carthum Conglomerate

While featuring Carthum's trademark armor and hull strength, the Guardian, being a support ship, has limited room for armaments. Its intended main function is to serve as an all-round support vessel, providing the raw energy for fleet compatriots to do what they need to do in order to achieve victory.",Amarr
11989,Oneiros,"Designed specifically as an armor augmenter, the Oneiros provides added defensive muscle to fighters on the front lines. Additionally, its own formidable defenses make it a tough nut to crack. Breaking through a formation supported by an Oneiros is no mean feat.

Developer: Roden Shipyards

Deciding that added defensive capabilities would serve to strengthen the overall effectiveness of Gallente ships, who traditionally have favored pure firepower over other aspects, Roden Shipyards came up with the Oneiros. Intrigued, Gallente Navy officials are reportedly considering incorporating this powerful defender into their fleet formations.",Gallente
11993,Cerberus,"No cruiser currently in existence can match the superiority of the Cerberus's onboard missile system. With a well-trained pilot jacked in, this fanged horror is capable of unleashing a hail of missiles to send even the most seasoned armor tankers running for cover. 

Developer: Lai Dai 

Moving away from their traditionally balanced all-round designs, Lai Dai have created a very specialized - and dangerous - missile boat in the Cerberus. Many have speculated that due to recent friction between Caldari megacorporations, LD may be looking to beef up their own police force with these missile-spewing monstrosities.",Caldari
11995,Onyx,"Effectively combining the trapping power of interdictors with the defensive capabilities of heavy assault cruisers, the heavy interdiction cruiser is an invaluable addition to any skirmish force, offensive or defensive. Heavy interdiction cruisers are the only ships able to use the warp disruption field generator, a module which creates a warp disruption field that moves with the origin ship wherever it goes.  

Developer: Kaalakiota 

As befits one of the largest weapons manufacturers in the known world, Kaalakiota's ships are very combat focused. Favoring the traditional Caldari combat strategy, they are designed around a substantial number of weapons systems, especially missile launchers. However, they have rather weak armor and structure, relying more on shields for protection.

",Caldari
11999,Vagabond,"The fastest cruiser invented to date, this vessel is ideal for hit-and-run ops where both speed and firepower are required. Its on-board power core may not be strong enough to handle some of the larger weapons out there, but when it comes to guerilla work, the Vagabond can't be beat. 
<br>Developer: Thukker Mix

Improving on the original Stabber design, Thukker Mix created the Vagabond as a cruiser-sized skirmish vessel equally suited to defending mobile installations and executing lightning strikes at their enemies. Honoring their tradition of building the fastest vessels to ply the space lanes, they count the Vagabond as one of their crowning achievements.",Minmatar
12003,Zealot,"The Zealot is built almost exclusively as a laser platform, designed to wreak as much havoc as its energy beams can be made to. As a vanguard vessel, its thick armor and dazzling destructive power make it capable of cutting through enemy fleets with striking ease. Zealots are currently being mass-produced by Viziam for the Imperial Navy. 
<br>Developer: Viziam

For their first production-ready starship design, Viziam opted to focus on their core proficiencies - heavy armor and highly optimized weaponry. The result is an extremely focused design that, when used correctly, can go toe-to-toe with any contemporary cruiser design.",Amarr
12005,Ishtar,"While not endowed with as much pure firepower as other ships of its category, the Ishtar is more than able to hold its own by virtue of its tremendous capacity for drones and its unique hard-coded drone-control subroutines. 
<br>Developer: CreoDron

Touted as ""the Ishkur's big brother,"" the Ishtar design is the furthest CreoDron have ever gone towards creating a completely dedicated drone carrier. At various stages in its development process plans were made to strengthen the vessel in other areas, but ultimately the CreoDron engineers' fascination with pushing the drone carrier envelope overrode all other concerns.",Gallente
12011,Eagle,"Built on the shoulders of the sturdy Moa and improving on its durability and range, the Eagle is the next generation in Caldari gunboats. Able to fire accurately and do tremendous damage at ranges considered extreme by any cruiser pilot, this powerhouse will be the bane of anyone careless enough to think himself out of its range. 

Developer: Ishukone 

Caldari starship design is showing a growing trend towards armaments effective at high ranges, and in this arena, as in others, Ishukone do not let themselves get left behind; the Eagle was intended by them as a counter to the fearsome long-range capabilities of Lai Dai's Cerberus ship.",Caldari
12013,Broadsword,"Effectively combining the trapping power of interdictors with the defensive capabilities of heavy assault cruisers, the heavy interdiction cruiser is an invaluable addition to any skirmish force, offensive or defensive. Heavy interdiction cruisers are the only ships able to use the warp disruption field generator, a module which creates a warp disruption field that moves with the origin ship wherever it goes.  

Developer: Core Complexion Inc.

Core Complexion's ships are unusual in that they favor electronics and defense over the “lots of guns” approach traditionally favored by the Minmatar.

",Minmatar
12015,Muninn,"Commissioned by the Republic Fleet to create a powerful assault vessel for the strengthening of the Matari tribes as well as a commercial platform for the Howitzers and other guns produced by the Fleet, Boundless Creation came up with the Muninn. Heavily armored, laden with turret hardpoints and sporting the latest in projectile optimization technology, this is the very definition of a gunboat. 
<br>Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor tribe's philosophy of warfare: simply fit as much firepower onto your ship as is humanly possible. The Muninn is far from being an exception.",Minmatar
12017,Devoter,"Effectively combining the trapping power of interdictors with the defensive capabilities of heavy assault cruisers, the heavy interdiction cruiser is an invaluable addition to any skirmish force, offensive or defensive. Heavy interdiction cruisers are the only ships able to use the warp disruption field generator, a module which creates a warp disruption field that moves with the origin ship wherever it goes.  

Developer: Viziam

Viziam ships are quite possibly the most durable ships money can buy. Their armor is second to none and that, combined with superior shields, makes them hard nuts to crack. Of course this does mean they are rather slow and possess somewhat more limited weapons and electronics options.

",Amarr
12019,Sacrilege,"Khanid's engineers have spent months perfecting the Sacrilege's on-board missile launcher optimization systems, making it a very effective assault missile platform. In addition, its supremely advanced capacitor systems make it one of the most dangerous ships in its class. 
<br>Developer: Khanid Innovation

In an effort to maintain the fragile peace with the old empire through force of deterrence, Khanid Innovation have taken the Maller blueprint and morphed it into a monster. State-of-the-art armor alloys, along with missile systems developed from the most advanced Caldari designs, mean the Sacrilege may be well on its way to becoming the Royal Khanid Navy's flagship cruiser.",Amarr
12021,Phobos,"Effectively combining the trapping power of interdictors with the defensive capabilities of heavy assault cruisers, the heavy interdiction cruiser is an invaluable addition to any skirmish force, offensive or defensive. Heavy interdiction cruisers are the only ships able to use the warp disruption field generator, a module which creates a warp disruption field that moves with the origin ship wherever it goes.  

Developer: Roden Shipyards 

Roden Shipyards is the fastest growing ship manufacturer in the Federation, thanks to an extremely aggressive R&D division and extensive connections in government and military procurement communities. Roden ships are distinguished by strong armor defenses and excellent electronic capabilities. They also tend towards gunboats with exceptional range and tracking systems, and less reliance on drones than the average Federation warship.",Gallente
12023,Deimos,"Sharing more tactical elements with smaller vessels than with its size-class counterparts, the Deimos represents the final word in up-close-and-personal cruiser combat. Venture too close to this one, and swift death is your only guarantee. 

Developer: Duvolle Labs

Rumor has it Duvolle was contracted by parties unknown to create the ultimate close-range blaster cruiser. In this their engineers and designers haven't failed; but the identity of the company's client remains to be discovered.",Gallente
12032,Manticore,"Specifically engineered to fire torpedoes, stealth bombers represent the next generation in covert ops craft. The bombers are designed for sneak attacks on large vessels with powerful missile guidance technology enabling the torpedoes to strike faster and from a longer distance. 

Developer: Lai Dai

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships. 

",Caldari
12034,Hound,"Specifically engineered to fire torpedoes, stealth bombers represent the next generation in covert ops craft. The bombers are designed for sneak attacks on large vessels with powerful missile guidance technology enabling the torpedoes to strike faster and from a longer distance. 

Developer: Boundless Creation

Boundless Creation ships are based on the Brutor tribe's philosophy of warfare: simply fit as much firepower onto your ship as humanly possible. On the other hand, defense systems and ""cheap tricks"" like electronic warfare have never been a high priority.",Minmatar
12036,Dagger,,Minmatar
12038,Purifier,"Specifically engineered to fire torpedoes, stealth bombers represent the next generation in covert ops craft. The bombers are designed for sneak attacks on large vessels with powerful missile guidance technology enabling the torpedoes to strike faster and from a longer distance. 

Developer: Viziam

Viziam ships are quite possibly the most durable ships money can buy. Their armor is second to none and that, combined with superior shields, makes them hard nuts to crack. Of course this does mean they are rather slow and possess somewhat more limited weapons and electronics options.",Amarr
12042,Ishkur,"Specialized as a frigate-class drone carrier, the Ishkur carries less in the way of firepower than most other Gallente gunboats. With a fully stocked complement of drones and a skilled pilot, however, no one should make the mistake of thinking this vessel easy prey.

Developer: CreoDron

As the largest drone developer and manufacturer in space, CreoDron has a vested interest in drone carriers. While sacrificing relatively little in the way of defensive capability, the Ishkur can chew its way through surprisingly strong opponents - provided, of course, that the pilot uses top-of-the-line CreoDron drones.",Gallente
12044,Enyo,"The single-fanged Enyo sports good firepower capability, a missile hardpoint and some extremely strong armor plating, making it one of the best support frigates out there. Ideal for use as point ships to draw enemy fire from more vulnerable friendlies.

Developer: Roden Shipyards

Roden Shipyards is the fastest growing ship manufacturer in the Federation, thanks to an extremely aggressive R&D division and extensive connections in government and military procurement communities. Roden ships are distinguished by strong armor defenses and excellent electronic capabilities. They also tend towards gunboats with exceptional range and tracking systems, and less reliance on drones than the average Federation warship.",Gallente
12729,Crane,"Developer: Kaalakiota

Blockade runner transports are the fastest type of industrial available. Utilizing sturdy but lightweight construction materials and sacrificing some cargo space, these haulers are able to reach speeds greater than those of a cruiser while withstanding heavy fire - factors which make them ideal for zipping through dangerous territories with valuable cargo.",Caldari
12731,Bustard,"Developer: Lai Dai

Deep space transports are designed with the depths of lawless space in mind. Possessing defensive capabilities far in excess of standard industrial ships, they provide great protection for whatever cargo is being transported in their massive holds. They are, however, some of the slowest ships to be found floating through space.",Caldari
12733,Prorator,"Developer: Viziam

Blockade runner transports are the fastest type of industrial available. Utilizing sturdy but lightweight construction materials and sacrificing some cargo space, these haulers are able to reach speeds greater than those of a cruiser while withstanding heavy fire - factors which make them ideal for zipping through dangerous territories with valuable cargo.",Amarr
12735,Prowler,"Developer: Core Complexion Inc.

Blockade runner transports are the fastest type of industrial available. Utilizing sturdy but lightweight construction materials and sacrificing some cargo space, these haulers are able to reach speeds greater than those of a cruiser while withstanding heavy fire - factors which make them ideal for zipping through dangerous territories with valuable cargo.",Minmatar
12743,Viator,"Developer: Duvolle Labs

Blockade runner transports are the fastest type of industrial available. Utilizing sturdy but lightweight construction materials and sacrificing some cargo space, these haulers are able to reach speeds greater than those of a cruiser while withstanding heavy fire - factors which make them ideal for zipping through dangerous territories with valuable cargo.",Gallente
12745,Occator,"Developer: Roden Shipyards

Deep space transports are designed with the depths of lawless space in mind. Possessing defensive capabilities far in excess of standard industrial ships, they provide great protection for whatever cargo is being transported in their massive holds. They are, however, some of the slowest ships to be found floating through space.",Gallente
12747,Mastodon,"Developer: Thukker Mix

Deep space transports are designed with the depths of lawless space in mind. Possessing defensive capabilities far in excess of standard industrial ships, they provide great protection for whatever cargo is being transported in their massive holds. They are, however, some of the slowest ships to be found floating through space.",Minmatar
12753,Impel,"Deep space transports are designed with the depths of lawless space in mind. Possessing defensive capabilities far in excess of standard industrial ships, they provide great protection for whatever cargo is being transported in their massive holds. They are, however, some of the slowest ships to be found floating through space.

Developer: Khanid Innovations, Inc.

In addition to robust electronics systems, the Khanid Kingdom's ships possess advanced armor alloys capable of withstanding a great deal of punishment. ",Amarr
13202,Megathron Federate Issue,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.

The Federate Issue is a unique ship, commissioned by Gallentean president Foiritan as an honorary award given to those individuals whose outstanding achivements benefit the entire Federation.",Gallente
16227,Ferox,"Designed as much to look like a killing machine as to be one, the Ferox will strike fear into the heart of anyone unlucky enough to get caught in its crosshairs. With the potential for sizable armament as well as tremendous electronic warfare capability, this versatile gunboat is at home in a great number of scenarios.",Caldari
16229,Brutix,"One of the most ferocious war vessels to ever spring from Gallente starship design, the Brutix is a behemoth in every sense of the word. When this hard-hitting monster appears, the battlefield takes notice.",Gallente
16231,Cyclone,"The Cyclone was created in order to meet the increasing demand for a vessel capable of providing muscle for frigate detachments while remaining more mobile than a battleship. To this end, the Cyclone's seven high-power slots and powerful thrusters have proved ideal.",Minmatar
16233,Prophecy,"The Prophecy is built on an ancient Amarrian warship design dating back to the earliest days of starship combat. Originally intended as a full-fledged battleship, it was determined after mixed fleet engagements with early prototypes that the Prophecy would be more effective as a slightly smaller, more mobile form of artillery support.",Amarr
16236,Coercer,"Noticing the alarming increase in Minmatar frigate fleets, the Imperial Navy made its plans for the Coercer, a vessel designed specifically to seek and destroy the droves of fast-moving frigate rebels. ",Amarr
16238,Cormorant,"The Cormorant is the only State-produced space vessel whose design has come from a third party. Rumors abound, of course, but the designer's identity has remained a tightly-kept secret in the State's inner circle.",Caldari
16240,Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.",Gallente
16242,Thrasher,"Engineered as a supplement to its big brother the Cyclone, the Thrasher's tremendous turret capabilities and advanced tracking computers allow it to protect its larger counterpart from smaller, faster menaces.",Minmatar
17360,Immovable Enigma,The mysterious Enigma.,Minmatar
17476,Covetor,"The mining barge was designed by <a href=showinfo:30//500014>ORE</a> to facilitate advancing the mining profession to a new level. Each barge was created to excel at a specific function, the Covetor's being mining yield and mining laser range. This additional yield comes at a price, as the Covetor has weaker defenses and a smaller ore bay than the other mining barges.

Mining barges are equipped with electronic subsystems specifically designed to accommodate Strip Mining and Ice Harvesting modules.",ORE
17478,Retriever,"The mining barge was designed by <a href=showinfo:30//500014>ORE</a> to facilitate advancing the mining profession to a new level. Each barge was created to excel at a specific function, the Retriever's being storage. A massive ore hold allows the Retriever to operate for extended periods without requiring as much support as other barges.

Mining barges are equipped with electronic subsystems specifically designed to accommodate Strip Mining and Ice Harvesting modules.",ORE
17480,Procurer,"The mining barge was designed by <a href=showinfo:30//500014>ORE</a> to facilitate advancing the mining profession to a whole new level. Each barge was created to excel at a specific function, the Procurer's being durability and self-defense.

Mining barges are equipped with electronic subsystems specifically designed to accommodate Strip Mining and Ice Harvesting modules.",ORE
17619,Caldari Navy Hookbill,"Long struggling with a reputation for being the ugly duckling of the Caldari ship repertoire, the Hookbill recently got a new lease on life, being upgraded from a routine patrol vessel into a fleet-standard frigate. With the advancements brought on by the upgrade, the time is nigh for this little slugger to prove itself on battlefields throughout Caldari space and beyond.",Caldari
17634,Caracal Navy Issue,"Created specifically in order to counter the ever-increasing numbers of pirate invaders in Caldari territories, the Navy Issue Caracal has performed admirably in its task. Sporting added defensive capability as well as increased fitting potential, it is seeing ever greater use in defense of the homeland.",Caldari
17636,Raven Navy Issue,"The Navy Issue Raven represents the best the Caldari have to offer on the battlefield: an all-out assault vessel with tremendous electronic warfare capabilities. Commissioned by Caldari Navy Special Operations Command in YC 104 in response to a campaign of coordinated Gurista attacks which threatened to decimate the populations of several planets in the Obe system, this hefty warship has since proven its worth many times over.",Caldari
17703,Imperial Navy Slicer,"The Slicer is the Imperial Navy's pride and joy, and one of its biggest weapons in the continual fight against Matari insurgents. Boasting tremendous range and versatility in equipment fittings, a great deal of armor strength and a powerful capacitor, the skilled Slicer pilot is able to take out most frigates with ease.",Amarr
17705,Khanid Navy Frigate,Navy Frig.,Caldari
17707,Mordus Frigate,Navy Frig.,Caldari
17709,Omen Navy Issue,"The Omen Navy Issue was originally conceived as a multipurpose search and rescue vessel with strong combat capabilities. In response to the increasing need for ships capable of countering frigate swarms, its designers additionally included a drone bay intended to give the ship a greater range of options when faced with mixed enemy squadrons. The end result is a somewhat more flexible offering than Amarr design philosophy generally dictates, but don't be fooled: this crusher still packs all the punch one would expect from a ship of the golden fleet.",Amarr
17713,Stabber Fleet Issue,"Responding to voices stating that the Stabber needed an upgrade to be viable as a fleet vessel of military standards, the Republic Fleet commissioned the creation of the Fleet Issue Stabber; a slower, hardier version of the original that packs quite a bit more firepower. Being as new as it is on the battlefield, the Fleet Issue Stabber hasn't seen many large engagements yet, but its engineers as well as Fleet command are very optimistic about its performance.",Minmatar
17715,Gila,"Taking what he had learned from his days in the Caldari Navy, Korako ‘The Rabbit' Kosakami, Gurista leader, decided that he would rub salt in the State's wounds by souping up their designs and making strikes against his former masters in ships whose layout was obviously stolen from them. To this end the Gila, bastard twin of the Moa, has served him well.",Caldari
17718,Phantasm,"As with other Sansha ships, not much is known about the origin of this design. Its form - while harshly alien in shape - bears the mark of extremely advanced physics research, lines and corners coalescing to form a shape whose resilience and structural integrity are hard to match. Coupled with advanced hardpoint technology and an extremely efficient powercore, the Phantasm's legendary status is well-deserved.",Amarr
17720,Cynabal,"The Cynabal was one of the earliest designs put forth by the Angel Cartel, and to this day it remains their most-used. The ship's origins are unknown, but as with most Cartel ships persistent rumors of Jovian influence continue to linger. Whether these tales have basis in reality or not, the facts are on the table: The Cynabal is one of the fastest, most powerful cruisers to be found anywhere.",Minmatar
17722,Vigilant,"The Vigilant was the first Gallente design the Guardian Angels would steal and make their own, but it wouldn't be the last. Building on the Thorax's natural strengths, it is a deadly vessel both by itself and in fleet tandem. A group of these sluggers is a sight to fear.",Gallente
17726,Apocalypse Navy Issue,"The Empire's inner circle of armaments manufacturers has long been proud of the expert methods utilized to harden the Navy Issue Apocalypse's armor plating and structural framework to such an amazing degree. Its shield systems are also state-of-the-art, rivalling even Caldari Prime's best. Fearsome by reputation, this is the flagship vessel of the Imperial Navy's elite wing. Not many are unfortunate enough to have ever actually met one on the field of battle, and those who do usually do not live to tell the tale. ",Amarr
17728,Megathron Navy Issue,"The powerful Navy Megathron has seen the end of many a threat to the Federation's security, and it's only getting better. Recent improvements in the original design have paved the way for its use in a wider field of tactical operations than originally intended, making it one of the most useful war vessels to be found anywhere.",Gallente
17732,Tempest Fleet Issue,"The Fleet Tempest originally came into being as a variant licensed by the Fleet to Core Complexion Inc., who intended to improve on the existing design with their now-famous emphasis on strong defensive capability. The designer, one Enoksur Steidentet, performed so well in this task that the Fleet promptly bought all rights to the design back from him for undisclosed billions, catapulting his small production and design corp into the major leagues.  ",Minmatar
17736,Nightmare,"When this terror was first seen haunting the spacelanes, rumors abounded about its design, which bore the indelible stamp of Sansha Kuvakei's unique madness. Who else, the conspiracy theorists argued, could come up with such marvelously twisted designs?

These and other theories were all but confirmed during the Sansha invasions of YC 111-112, as endless swarms of Nightmare fleets descended upon planet dweller and capsuleer alike, eager to serve their returned master Sansha Kuvakei once again.",Amarr
17738,Machariel,"While its utilitarian look may not give much of an indication, many are convinced that the Machariel is based on an ancient Jovian design uncovered by the Angel Cartel in one of their extensive exploratory raids into uncharted territory some years ago. Whatever the case may be, this behemoth appeared on the scene suddenly and with little fanfare, and has very quickly become one of the Arch Angels' staple war vessels.",Minmatar
17740,Vindicator,"Basing their design on the Federation Navy's much-vaunted Megathron, the Guardian Angels' engineers set out to create a battleship that would instill fear in anyone fool enough to square off against the Cartel or its Serpentis protectorate. Based on the reputation this ship has engendered, they seem to have succeeded admirably.",Gallente
17812,Republic Fleet Firetail,"The Firetail is modeled off a fighter frigate known as the Shamrock, a design used by a small, now-extinct pirate faction known as Lazari Dromitus. The blueprint found its way into the hands of Matari military forces after a raid on Lazari Dromitus's headquarters succeeded in killing its leader, thus beheading the organization and scattering its remnants to the four winds. It has since been improved upon and upgraded, and the Firetail is now a mainstay in most Republic Fleet patrols.",Minmatar
17841,Federation Navy Comet,"The Comet's design comes from one Arnerore Rylerave, an engineer and researcher of the Roden Shipyards corporation. Originally created as a standard-issue police patrol vessel, its tremendous maneuverability and great offensive capabilities catapulted it into the Navy's ranks, where it is now a widely-used skirmish vessel.",Gallente
17843,Vexor Navy Issue,"The Vexor Navy-Issued cruiser was originally designed to carry advanced on-board technologies requiring a great deal of skill to operate, but at the last moment the Federation Navy decided to scrap the more complex designs in favor of simple upgrades to the standard Vexor's armor, shields, hull and drone bandwidth. The result: a monster of a combat cruiser.",Gallente
17918,Rattlesnake,"In the time-honored tradition of pirates everywhere, Korako ‘Rabbit' Kosakami shamelessly stole the idea of the Scorpion-class battleship and put his own spin on it. The result: the fearsome Rattlesnake, flagship of any large Gurista attack force. There are, of course, also those who claim things were the other way around; that the notorious silence surrounding the Scorpion's own origins is, in fact, an indication of its having been designed by Kosakami all along.",Caldari
17920,Bhaalgorn,"Named after a child-devouring demon of Amarrian legend, the Bhaalgorn is the pride and joy of the Blood Raider cabal. Though it is known to be based on an Armageddon blueprint, the design's origin remains shrouded in mystery. Those of a superstitious persuasion whisper in the dark of eldritch ceremonies and arcane rituals, but for most people, the practical aspect of the matter will more than suffice: you see one of these blood-red horrors looming on the horizon, it's time to make yourself scarce.",Amarr
17922,Ashimmu,"In those of the Empire's regions where naughty children are frightened into submission with tales of the Blood Raiders and their gallery of horrors, the terrible spear of the Ashimmu is known by all as a bringer of things worse than death. This is one of the few things that small children and capsule pilots generally agree upon.",Amarr
17924,Succubus,"The Succubus is one of the most feared frigates ever to harrow the spacelanes and asteroid belts of civilized space, and with good reason: tales abound of its superiority over ships twice or three times its size. Whether you believe this to be fact or rumor, the Succubus will still strike fear in your heart.",Amarr
17926,Cruor,"Mottled, dark red, and shaped like a leech, the Cruor presents a fitting metaphor for the Blood Raiders' philosophy. Designed almost solely to engage in their disturbingly effective tactic of energy draining and stasis webbing, this ship is a cornerstone in any effective Blood Raider fleet - and could play an intriguing role in more standard ones.",Amarr
17928,Daredevil,"Little hard data is to be had on the Daredevil's exact origin, but it is believed that Guardian Angel engineers created it to serve as a defensive complement to the Cartel's Dramiel frigate. In both flair and utility it closely resembles its counterpart, but it eschews offensive capabilities in favor of greater defensive potential and stronger armor plating. A tough nut to crack.",Gallente
17930,Worm,"Korako 'The Rabbit' Kosakami, Gurista leader, has a particular love for stealing the Caldari's ship designs, souping them up, and turning them on their creators. With the Worm, he has taken the Merlin design so familiar to Caldari pilots and turned it into a defensive powerhouse capable of firing its volleys at terrifying speeds.",Caldari
